,date,state,deaths,cases
2447,2020-11-19,San Luis,7.0,1.0
2717,2020-11-19,Santa Fe,601.0,16.0
2375,2020-11-19,San Juan,18.0,1.0
1987,2020-11-20,Neuquén,190.0,8.0
1257,2020-11-20,Entre Ríos,329.0,8.0
1767,2020-11-20,Mendoza,190.0,8.0
1065,2020-11-20,Córdoba,361.0,14.0
1401,2020-11-20,Jujuy,8.0,2.0
2166,2020-11-20,Río Negro,165.0,1.0
744,2020-11-20,Chaco,86.0,4.0
247,2020-11-20,Buenos Aires,3317.0,37.0
1856,2020-11-20,Misiones,11.0,1.0
3034,2020-11-20,Tucumán,97.0,11.0
846,2020-11-20,Chubut,146.0,3.0
1462,2020-11-20,La Pampa,201.0,2.0
2303,2020-11-20,Salta,49.0,3.0
2553,2020-11-20,Santa Cruz,260.0,4.0
2718,2020-11-20,Santa Fe,676.0,14.0
2448,2020-11-20,San Luis,5.0,1.0
506,2020-11-20,CABA,766.0,10.0
3035,2020-11-21,Tucumán,93.0,13.0
2376,2020-11-21,San Juan,18.0,1.0
507,2020-11-21,CABA,565.0,14.0
2167,2020-11-21,Río Negro,121.0,4.0
1066,2020-11-21,Córdoba,229.0,16.0
1988,2020-11-21,Neuquén,170.0,3.0
1589,2020-11-21,La Rioja,1.0,1.0
1768,2020-11-21,Mendoza,146.0,7.0
1402,2020-11-21,Jujuy,4.0,2.0
2920,2020-11-21,Tierra del Fuego,37.0,1.0
2812,2020-11-21,Santiago del Estero,156.0,4.0
1463,2020-11-21,La Pampa,106.0,2.0
2449,2020-11-21,San Luis,2.0,1.0
2719,2020-11-21,Santa Fe,492.0,12.0
847,2020-11-21,Chubut,111.0,2.0
2554,2020-11-21,Santa Cruz,198.0,3.0
248,2020-11-21,Buenos Aires,2426.0,40.0
1258,2020-11-21,Entre Ríos,262.0,2.0
745,2020-11-21,Chaco,42.0,1.0
2304,2020-11-21,Salta,41.0,2.0
3036,2020-11-22,Tucumán,86.0,9.0
1403,2020-11-22,Jujuy,3.0,1.0
1259,2020-11-22,Entre Ríos,289.0,4.0
1989,2020-11-22,Neuquén,108.0,3.0
1067,2020-11-22,Córdoba,315.0,11.0
746,2020-11-22,Chaco,53.0,1.0
2305,2020-11-22,Salta,33.0,2.0
2450,2020-11-22,San Luis,5.0,1.0
1769,2020-11-22,Mendoza,148.0,9.0
2555,2020-11-22,Santa Cruz,150.0,8.0
508,2020-11-22,CABA,564.0,5.0
2720,2020-11-22,Santa Fe,460.0,17.0
848,2020-11-22,Chubut,95.0,1.0
2168,2020-11-22,Río Negro,112.0,2.0
2921,2020-11-22,Tierra del Fuego,35.0,1.0
249,2020-11-22,Buenos Aires,2676.0,47.0
1464,2020-11-22,La Pampa,119.0,1.0
2813,2020-11-22,Santiago del Estero,117.0,2.0
1465,2020-11-23,La Pampa,143.0,2.0
1857,2020-11-23,Misiones,2.0,1.0
2922,2020-11-23,Tierra del Fuego,29.0,1.0
1068,2020-11-23,Córdoba,282.0,10.0
747,2020-11-23,Chaco,39.0,1.0
1990,2020-11-23,Neuquén,124.0,4.0
2306,2020-11-23,Salta,39.0,1.0
3037,2020-11-23,Tucumán,86.0,11.0
2451,2020-11-23,San Luis,5.0,4.0
1770,2020-11-23,Mendoza,133.0,7.0
2556,2020-11-23,Santa Cruz,194.0,8.0
250,2020-11-23,Buenos Aires,2852.0,37.0
2169,2020-11-23,Río Negro,127.0,4.0
1260,2020-11-23,Entre Ríos,241.0,4.0
849,2020-11-23,Chubut,81.0,3.0
1590,2020-11-23,La Rioja,1.0,1.0
509,2020-11-23,CABA,600.0,16.0
2721,2020-11-23,Santa Fe,339.0,24.0
2170,2020-11-24,Río Negro,97.0,4.0
2923,2020-11-24,Tierra del Fuego,14.0,5.0
1466,2020-11-24,La Pampa,158.0,1.0
748,2020-11-24,Chaco,33.0,6.0
251,2020-11-24,Buenos Aires,2328.0,39.0
2722,2020-11-24,Santa Fe,186.0,13.0
2557,2020-11-24,Santa Cruz,163.0,6.0
1991,2020-11-24,Neuquén,86.0,1.0
2307,2020-11-24,Salta,37.0,8.0
1771,2020-11-24,Mendoza,103.0,4.0
510,2020-11-24,CABA,562.0,14.0
2452,2020-11-24,San Luis,2.0,4.0
1261,2020-11-24,Entre Ríos,193.0,5.0
1069,2020-11-24,Córdoba,307.0,18.0
850,2020-11-24,Chubut,76.0,2.0
3038,2020-11-24,Tucumán,37.0,10.0
2814,2020-11-24,Santiago del Estero,54.0,1.0
2924,2020-11-25,Tierra del Fuego,10.0,1.0
1070,2020-11-25,Córdoba,169.0,10.0
1262,2020-11-25,Entre Ríos,88.0,4.0
3039,2020-11-25,Tucumán,39.0,9.0
1772,2020-11-25,Mendoza,60.0,6.0
1992,2020-11-25,Neuquén,48.0,1.0
749,2020-11-25,Chaco,13.0,4.0
2815,2020-11-25,Santiago del Estero,20.0,2.0
2171,2020-11-25,Río Negro,50.0,2.0
252,2020-11-25,Buenos Aires,1367.0,23.0
2723,2020-11-25,Santa Fe,102.0,10.0
1404,2020-11-25,Jujuy,2.0,1.0
511,2020-11-25,CABA,228.0,7.0
2558,2020-11-25,Santa Cruz,113.0,6.0
851,2020-11-26,Chubut,7.0,3.0
2816,2020-11-26,Santiago del Estero,6.0,2.0
253,2020-11-26,Buenos Aires,547.0,19.0
2724,2020-11-26,Santa Fe,25.0,9.0
1263,2020-11-26,Entre Ríos,36.0,2.0
2559,2020-11-26,Santa Cruz,82.0,4.0
1993,2020-11-26,Neuquén,13.0,1.0
1071,2020-11-26,Córdoba,60.0,15.0
2925,2020-11-26,Tierra del Fuego,3.0,1.0
750,2020-11-26,Chaco,7.0,4.0
2172,2020-11-26,Río Negro,16.0,4.0
512,2020-11-26,CABA,86.0,11.0
1773,2020-11-26,Mendoza,17.0,5.0
3040,2020-11-26,Tucumán,3.0,3.0
2453,2020-11-26,San Luis,1.0,5.0
2308,2020-11-26,Salta,16.0,3.0
1774,2020-11-27,Mendoza,3.0,1.0
1264,2020-11-27,Entre Ríos,4.0,2.0
2560,2020-11-27,Santa Cruz,28.0,5.0
2725,2020-11-27,Santa Fe,2.0,2.0
254,2020-11-27,Buenos Aires,93.0,9.0
2173,2020-11-27,Río Negro,3.0,1.0
1072,2020-11-27,Córdoba,1.0,6.0
751,2020-11-27,Chaco,1.0,2.0
513,2020-11-27,CABA,8.0,2.0
